1915 , 12 , 1 , 5.309 , 16.76 , 5.95
1915 , 12 , 2 , 21.368 , 15.94 , 9.94
1915 , 12 , 3 , 44.899 , 13.86 , 10.69
1915 , 12 , 4 , 19.234 , 14.3 , 4.59
1915 , 12 , 5 , 1.94 , 14.46 , 7.68
1915 , 12 , 6 , 0.766 , 15.21 , 10.1
1915 , 12 , 7 , 0.112 , 18.06 , 8.38
1915 , 12 , 8 , 2.338 , 12.94 , 4.42
1915 , 12 , 9 , 3.788 , 14.62 , 5.22
1915 , 12 , 10 , 1.215 , 11.81 , 4.62
1915 , 12 , 11 , 2.409 , 12.94 , 6.36
1915 , 12 , 12 , 18.907 , 12.68 , 6.92
1915 , 12 , 13 , 61.54 , 12.8 , 7.09
1915 , 12 , 14 , 12.659 , 13.33 , 4.36
1915 , 12 , 15 , 0 , 13.55 , 1.88
1915 , 12 , 16 , 0 , 14.25 , 1.73
1915 , 12 , 17 , 2.726 , 10.44 , 5.2
1915 , 12 , 18 , 0 , 13.43 , 2.21
1915 , 12 , 19 , 0.133 , 12.64 , 0.61
1915 , 12 , 20 , 0.071 , 14.78 , 2.37
1915 , 12 , 21 , 0.204 , 15.91 , 5.76
1915 , 12 , 22 , 0 , 18.38 , 4.92
1915 , 12 , 23 , 0 , 16.34 , 4.21
1915 , 12 , 24 , 0 , 19.17 , 1.76
1915 , 12 , 25 , 0 , 16.28 , 2.76
1915 , 12 , 26 , 0 , 15.01 , 1.18
1915 , 12 , 27 , 0 , 14.77 , -3.92
1915 , 12 , 28 , 1.48 , 11.11 , 0.08
1915 , 12 , 29 , 0.459 , 10.45 , -1.05
1915 , 12 , 30 , 0 , 8.75 , -1.3
1915 , 12 , 31 , 4.655 , 7.37 , -7.57
1916 , 1 , 1 , 9.707 , 8.14 , 2.1
1916 , 1 , 2 , 22.27 , 14.35 , 5.28
1916 , 1 , 3 , 100.026 , 13.31 , 7.46
1916 , 1 , 4 , 15.645 , 11.39 , 3.41
1916 , 1 , 5 , 9.4 , 8.74 , 6.77
1916 , 1 , 6 , 5.55 , 10.77 , 5.95
1916 , 1 , 7 , 1.72 , 11.42 , 6.45
1916 , 1 , 8 , 13.731 , 10.52 , 8.79
1916 , 1 , 9 , 15.86 , 10.55 , 6.65
1916 , 1 , 10 , 22.731 , 9.35 , 3.26
1916 , 1 , 11 , 0 , 10.5 , -0.75
1916 , 1 , 12 , 4.034 , 9.38 , 0.26
1916 , 1 , 13 , 15.451 , 8.87 , 6.99
1916 , 1 , 14 , 52.332 , 11.46 , 7.02
1916 , 1 , 15 , 2.703 , 10.42 , 0.55
1916 , 1 , 16 , 11.632 , 11.68 , 6.99
1916 , 1 , 17 , 8.253 , 10.51 , 8.31
1916 , 1 , 18 , 0.42 , 8.44 , 0.91
1916 , 1 , 19 , 0.84 , 11.87 , 1.98
1916 , 1 , 20 , 0 , 12.86 , -0.42
1916 , 1 , 21 , 0.102 , 9.99 , 4.03
1916 , 1 , 22 , 14.325 , 10.41 , 7.79
1916 , 1 , 23 , 48.421 , 14.32 , 9.57
1916 , 1 , 24 , 16.721 , 13.55 , 11.6
1916 , 1 , 25 , 5.232 , 12.51 , 9.85
1916 , 1 , 26 , 0.143 , 8.91 , 2.99
1916 , 1 , 27 , 17.939 , 6.01 , 3.16
1916 , 1 , 28 , 7.075 , 8.59 , 1.41
1916 , 1 , 29 , 6.154 , 8.08 , 1.98
1916 , 1 , 30 , 1.792 , 10.45 , 1.38
1916 , 1 , 31 , 0 , 12.61 , -1.33
1916 , 2 , 1 , 0 , 13.28 , -0.44
1916 , 2 , 2 , 0 , 11.3 , 1.11
1916 , 2 , 3 , 7.656 , 13.01 , 7.21
1916 , 2 , 4 , 21.979 , 11.94 , 8.26
1916 , 2 , 5 , 4.525 , 14 , 8.49
1916 , 2 , 6 , 6.917 , 16.44 , 10.16
1916 , 2 , 7 , 2.632 , 15.21 , 9.03
1916 , 2 , 8 , 0.728 , 15.55 , 9.11
1916 , 2 , 9 , 1.279 , 15.31 , 9.01
1916 , 2 , 10 , 6.241 , 16.07 , 11.71
1916 , 2 , 11 , 1.248 , 18.34 , 5.73
1916 , 2 , 12 , 0 , 20.46 , 4.82
1916 , 2 , 13 , 0 , 21.22 , 6.39
1916 , 2 , 14 , 0 , 23.35 , 7.52
1916 , 2 , 15 , 0 , 22.35 , 7.52
1916 , 2 , 16 , 0 , 22.19 , 7.85
1916 , 2 , 17 , 0 , 20.28 , 8.08
1916 , 2 , 18 , 0 , 20.95 , 7.55
1916 , 2 , 19 , 0 , 19.94 , 7.48
1916 , 2 , 20 , 0 , 16.78 , 9.16
1916 , 2 , 21 , 3.443 , 15.11 , 10.06
1916 , 2 , 22 , 4.285 , 16.42 , 9.49
1916 , 2 , 23 , 0 , 16.81 , 5.29
1916 , 2 , 24 , 0 , 22.29 , 2.96
1916 , 2 , 25 , 0 , 18.51 , 6.06
1916 , 2 , 26 , 7.063 , 15.15 , 10.03
1916 , 2 , 27 , 17.485 , 15.29 , 10.62
1916 , 2 , 28 , 5.814 , 16.18 , 9.6
1916 , 2 , 29 , 0.135 , 11.64 , 4.23
1916 , 3 , 1 , 17.123 , 13.11 , 8.54
1916 , 3 , 2 , 0.724 , 11.89 , 1.77
1916 , 3 , 3 , 0.213 , 12.59 , 4.86
1916 , 3 , 4 , 20.263 , 12.4 , 8.83
1916 , 3 , 5 , 21.625 , 13.56 , 4.57
1916 , 3 , 6 , 0 , 15.51 , 3.66
1916 , 3 , 7 , 0 , 19.73 , 2.89
1916 , 3 , 8 , 0 , 23.06 , 4.29
1916 , 3 , 9 , 0 , 23.82 , 5.3
1916 , 3 , 10 , 0 , 25.77 , 6.12
1916 , 3 , 11 , 0 , 28.08 , 8.91
1916 , 3 , 12 , 0 , 25.37 , 7.95
1916 , 3 , 13 , 0 , 26.25 , 6.43
1916 , 3 , 14 , 0 , 25.64 , 2.86
1916 , 3 , 15 , 0 , 20.44 , 6.47
1916 , 3 , 16 , 0 , 20 , 9.92
1916 , 3 , 17 , 0 , 14.93 , 9.38
1916 , 3 , 18 , 0.458 , 17.02 , 11.45
1916 , 3 , 19 , 7.151 , 17.23 , 14.06
1916 , 3 , 20 , 0.702 , 16.65 , 12.38
1916 , 3 , 21 , 0 , 17.45 , 3.19
1916 , 3 , 22 , 1.799 , 15.45 , 7.12
1916 , 3 , 23 , 2.203 , 13.29 , 5.66
1916 , 3 , 24 , 0 , 14.85 , 1.44
1916 , 3 , 25 , 0.394 , 16.52 , 6.75
1916 , 3 , 26 , 0 , 18.48 , 5.23
1916 , 3 , 27 , 0 , 18.09 , 7.23
1916 , 3 , 28 , 0 , 20.16 , 5.79
1916 , 3 , 29 , 0 , 24.34 , 5.18
1916 , 3 , 30 , 0 , 26.25 , 10.86
1916 , 3 , 31 , 0 , 26.36 , 5.5
1916 , 4 , 1 , 1.235 , 22.35 , 6.1
1916 , 4 , 2 , 0 , 21.85 , 7.9
1916 , 4 , 3 , 0 , 20.44 , 6.16
1916 , 4 , 4 , 0 , 19.06 , 9.09
1916 , 4 , 5 , 0 , 20.81 , 5.32
1916 , 4 , 6 , 0 , 25.91 , 5.22
1916 , 4 , 7 , 0 , 25.93 , 7.84
1916 , 4 , 8 , 0 , 21.37 , 8.16
1916 , 4 , 9 , 0 , 23.81 , 6.33
1916 , 4 , 10 , 0 , 20.72 , 7.65
1916 , 4 , 11 , 0.034 , 16.64 , 9.1
1916 , 4 , 12 , 0.292 , 23.75 , 7.21
1916 , 4 , 13 , 0 , 29.03 , 9.56
1916 , 4 , 14 , 0 , 23.18 , 7.88
1916 , 4 , 15 , 0 , 18.87 , 5.35
1916 , 4 , 16 , 0.022 , 19.94 , 4.2
1916 , 4 , 17 , 0 , 18.13 , 8.61
1916 , 4 , 18 , 0 , 18.09 , 4.9
1916 , 4 , 19 , 0 , 22.86 , 7.05
1916 , 4 , 20 , 0 , 22.25 , 6.02
1916 , 4 , 21 , 0 , 21.28 , 9.1
1916 , 4 , 22 , 0 , 18.39 , 3.71
1916 , 4 , 23 , 0 , 20.67 , 3.62
1916 , 4 , 24 , 0 , 23.78 , 6
1916 , 4 , 25 , 0 , 24.33 , 6.46
1916 , 4 , 26 , 0 , 22.45 , 7.95
1916 , 4 , 27 , 0 , 21.02 , 10.04
1916 , 4 , 28 , 0 , 22.53 , 7.29
